_id,type,level,miliseconds,action
9577,5,56,1.58093E+12,No
9578,4,60,1.58093E+12,Fwd
9579,5,41,1.58093E+12,No
9580,4,50,1.58093E+12,No
9581,5,40,1.58093E+12,No
9582,4,43,1.58093E+12,No
9583,5,40,1.58093E+12,No
9584,4,60,1.58093E+12,Fwd
9585,5,37,1.58093E+12,No
9586,4,53,1.58093E+12,No
9587,5,23,1.58093E+12,No
9588,4,47,1.58093E+12,No
9589,5,27,1.58093E+12,No
9590,4,51,1.58093E+12,No
9591,5,21,1.58093E+12,No
9592,4,41,1.58093E+12,No
9593,5,29,1.58093E+12,No
9594,4,43,1.58093E+12,No
9595,5,44,1.58093E+12,No
9596,4,56,1.58093E+12,No
9597,5,41,1.58093E+12,No
9598,4,60,1.58093E+12,Fwd
9599,5,50,1.58093E+12,No
9600,4,53,1.58093E+12,No
9601,5,35,1.58093E+12,No
9602,4,56,1.58093E+12,No
9603,5,38,1.58093E+12,No
9604,4,53,1.58093E+12,No
9605,5,41,1.58093E+12,No
9606,4,47,1.58093E+12,No
9607,5,47,1.58093E+12,No
9608,4,64,1.58093E+12,Fwd
9609,5,60,1.58093E+12,Left
9610,4,63,1.58093E+12,Fwd
9611,5,63,1.58093E+12,Left
9612,4,66,1.58093E+12,Fwd
9613,5,57,1.58093E+12,No
9614,4,64,1.58093E+12,Fwd
9615,5,48,1.58093E+12,No
9616,4,48,1.58093E+12,No
9617,5,56,1.58093E+12,No
9618,4,60,1.58093E+12,Fwd
9619,5,51,1.58093E+12,No
9620,4,60,1.58093E+12,Fwd
9621,5,51,1.58093E+12,No
9622,4,56,1.58093E+12,No
9623,5,61,1.58093E+12,Left
9624,4,53,1.58093E+12,No
9625,5,63,1.58093E+12,Left
9626,4,56,1.58093E+12,No
9627,5,61,1.58093E+12,Left
9628,4,56,1.58093E+12,No
9629,5,67,1.58093E+12,Left
9630,4,56,1.58093E+12,No
9631,5,64,1.58093E+12,Left
9632,4,66,1.58093E+12,Fwd
9633,5,63,1.58093E+12,Left
9634,4,53,1.58093E+12,No
9635,5,64,1.58093E+12,Left
9636,4,48,1.58093E+12,No
9637,5,57,1.58093E+12,No
9638,4,53,1.58093E+12,No
9639,5,56,1.58093E+12,No
9640,4,47,1.58093E+12,No
9641,5,67,1.58093E+12,Left
9642,4,56,1.58093E+12,No
9643,5,63,1.58093E+12,Left
9644,4,56,1.58093E+12,No
9645,5,70,1.58093E+12,Left
9646,4,51,1.58093E+12,No
9647,5,69,1.58093E+12,Left
9648,4,44,1.58093E+12,No
9649,5,37,1.58093E+12,No
9650,4,44,1.58093E+12,No
9651,5,43,1.58093E+12,No
9652,4,60,1.58093E+12,Fwd
9653,5,29,1.58093E+12,No
9654,4,60,1.58093E+12,Fwd
9655,5,23,1.58093E+12,No
9656,4,56,1.58093E+12,No
9657,5,30,1.58093E+12,No
9658,4,43,1.58093E+12,No
9659,5,35,1.58093E+12,No
9660,4,26,1.58093E+12,No
9661,5,51,1.58093E+12,No
9662,4,16,1.58093E+12,No
9663,5,57,1.58093E+12,No
9664,4,11,1.58093E+12,No
9665,5,64,1.58093E+12,Left
9666,4,17,1.58093E+12,No
9667,5,57,1.58093E+12,No
9668,4,17,1.58093E+12,No
9669,5,37,1.58093E+12,No
9670,4,26,1.58093E+12,No
9671,5,38,1.58093E+12,No
9672,4,48,1.58093E+12,No
9673,5,38,1.58093E+12,No
9674,4,27,1.58093E+12,No
9675,5,51,1.58093E+12,No
9676,4,40,1.58093E+12,No
9677,5,60,1.58093E+12,Left
9678,4,34,1.58093E+12,No
9679,5,54,1.58093E+12,No
9680,4,38,1.58093E+12,No
9681,5,61,1.58093E+12,Left
9682,4,56,1.58093E+12,No
9683,5,57,1.58093E+12,No
9684,4,56,1.58093E+12,No
9685,5,51,1.58093E+12,No
9686,4,75,1.58093E+12,Fwd
9687,5,53,1.58093E+12,No
9688,4,63,1.58093E+12,Fwd
9689,5,56,1.58093E+12,No
9690,4,63,1.58093E+12,Fwd
9691,5,54,1.58093E+12,No
9692,4,61,1.58093E+12,Fwd
9693,5,67,1.58093E+12,Left
9694,4,66,1.58093E+12,Fwd
9695,5,69,1.58093E+12,Left
9696,22,40,1.58093E+12,No
9697,4,63,1.58093E+12,Fwd
9698,5,61,1.58093E+12,Left
9699,4,64,1.58093E+12,Fwd
9700,5,53,1.58093E+12,No
9701,4,50,1.58093E+12,No
9702,5,30,1.58093E+12,No
9703,22,41,1.58093E+12,No
9704,4,26,1.58093E+12,No
9705,5,29,1.58093E+12,No
9706,4,38,1.58093E+12,No
9707,5,29,1.58093E+12,No
9708,4,44,1.58093E+12,No
9709,5,35,1.58093E+12,No
9710,4,56,1.58093E+12,No
9711,5,48,1.58093E+12,No
9712,4,64,1.58093E+12,Fwd
9713,5,63,1.58093E+12,Left
9714,4,67,1.58093E+12,Fwd
9715,5,60,1.58093E+12,Left
9716,4,48,1.58093E+12,No
9717,5,48,1.58093E+12,No
9718,4,43,1.58093E+12,No
9719,5,44,1.58093E+12,No
9720,4,47,1.58093E+12,No
9721,5,27,1.58093E+12,No
9722,4,47,1.58093E+12,No
9723,5,37,1.58093E+12,No
9724,4,63,1.58093E+12,Fwd
9725,5,44,1.58093E+12,No
9726,4,64,1.58093E+12,Fwd
9727,5,47,1.58093E+12,No
9728,4,64,1.58093E+12,Fwd
9729,5,56,1.58093E+12,No
9730,4,57,1.58093E+12,No
9731,5,51,1.58093E+12,No
9732,4,51,1.58093E+12,No
9733,5,63,1.58093E+12,Left
9734,4,47,1.58093E+12,No
9735,5,75,1.58093E+12,Left
9736,4,43,1.58093E+12,No
9737,5,75,1.58093E+12,Left
9738,4,41,1.58093E+12,No
9739,5,69,1.58093E+12,Left
9740,22,35,1.58093E+12,No
9741,22,44,1.58093E+12,No
9742,4,41,1.58093E+12,No
9743,5,60,1.58093E+12,Left
9744,4,53,1.58093E+12,No
9745,5,43,1.58093E+12,No
9746,4,60,1.58093E+12,Fwd
9747,5,27,1.58093E+12,No
9748,4,57,1.58093E+12,No
9749,5,26,1.58093E+12,No
9750,4,54,1.58093E+12,No
9751,5,23,1.58093E+12,No
9752,22,42,1.58093E+12,No
9753,4,43,1.58093E+12,No
9754,5,26,1.58093E+12,No
9755,4,38,1.58093E+12,No
9756,5,43,1.58093E+12,No
9757,4,48,1.58093E+12,No
9758,5,50,1.58093E+12,No
9759,4,40,1.58093E+12,No
9760,5,51,1.58093E+12,No
9761,4,48,1.58093E+12,No
9762,5,53,1.58093E+12,No
9763,4,48,1.58093E+12,No
9764,5,54,1.58093E+12,No
9765,4,34,1.58093E+12,No
9766,5,50,1.58093E+12,No
9767,4,43,1.58093E+12,No
9768,5,54,1.58093E+12,No
9769,4,30,1.58093E+12,No
9770,5,56,1.58093E+12,No
9771,4,30,1.58093E+12,No
9772,5,47,1.58093E+12,No
9773,4,37,1.58093E+12,No
9774,5,43,1.58093E+12,No
9775,4,37,1.58093E+12,No
9776,5,48,1.58093E+12,No
9777,4,51,1.58093E+12,No
9778,5,50,1.58093E+12,No
9779,4,51,1.58093E+12,No
9780,5,53,1.58093E+12,No
9781,4,48,1.58093E+12,No
9782,5,56,1.58093E+12,No
9783,4,51,1.58093E+12,No
9784,5,40,1.58093E+12,No
9785,4,37,1.58093E+12,No
9786,5,29,1.58093E+12,No
9787,4,38,1.58093E+12,No
9788,5,41,1.58093E+12,No
9789,4,53,1.58093E+12,No
9790,5,57,1.58093E+12,No
9791,4,44,1.58093E+12,No
9792,5,69,1.58093E+12,Left
9793,4,60,1.58093E+12,Fwd
9794,5,80,1.58093E+12,Left
9795,4,53,1.58093E+12,No
9796,5,67,1.58093E+12,Left
9797,4,43,1.58093E+12,No
9798,5,53,1.58093E+12,No
9799,4,44,1.58093E+12,No
9800,5,60,1.58093E+12,Left
9801,4,41,1.58093E+12,No
9802,5,54,1.58093E+12,No
9803,4,35,1.58093E+12,No
9804,5,66,1.58093E+12,Left
9805,4,26,1.58093E+12,No
9806,5,74,1.58093E+12,Left
9807,4,35,1.58093E+12,No
9808,5,69,1.58093E+12,Left
9809,4,34,1.58093E+12,No
9810,5,83,1.58093E+12,Left
9811,4,34,1.58093E+12,No
9812,5,66,1.58093E+12,Left
9813,4,47,1.58093E+12,No
9814,5,64,1.58093E+12,Left
9815,4,41,1.58093E+12,No
9816,5,50,1.58093E+12,No
9817,4,47,1.58093E+12,No
9818,5,48,1.58093E+12,No
9819,4,38,1.58093E+12,No
9820,5,63,1.58093E+12,Left
9821,4,43,1.58093E+12,No
9822,5,57,1.58093E+12,No
9823,4,43,1.58093E+12,No
9824,5,70,1.58093E+12,Left
9825,4,37,1.58093E+12,No
9826,5,78,1.58093E+12,Left
9827,4,53,1.58093E+12,No
9828,5,77,1.58093E+12,Left
9829,4,41,1.58093E+12,No
9830,5,84,1.58093E+12,Left
9831,4,48,1.58093E+12,No
9832,5,90,1.58093E+12,Left
9833,4,44,1.58093E+12,No
9834,5,78,1.58093E+12,Left
9835,4,40,1.58093E+12,No
9836,5,67,1.58093E+12,Left
9837,4,54,1.58093E+12,No
9838,5,56,1.58093E+12,No
9839,4,54,1.58093E+12,No
9840,5,48,1.58093E+12,No
9841,4,61,1.58093E+12,Fwd
9842,5,48,1.58093E+12,No
9843,4,60,1.58093E+12,Fwd
9844,5,56,1.58093E+12,No
9845,4,67,1.58093E+12,Fwd
9846,5,54,1.58093E+12,No
9847,4,69,1.58093E+12,Fwd
9848,5,50,1.58093E+12,No
9849,4,75,1.58093E+12,Fwd
9850,5,41,1.58093E+12,No
9851,4,78,1.58093E+12,Fwd
9852,5,35,1.58093E+12,No
9853,4,66,1.58093E+12,Fwd
9854,5,40,1.58093E+12,No
9855,4,64,1.58093E+12,Fwd
9856,5,44,1.58093E+12,No
9857,4,60,1.58093E+12,Fwd
9858,5,51,1.58093E+12,No
9859,4,64,1.58093E+12,Fwd
9860,5,48,1.58093E+12,No
9861,4,40,1.58093E+12,No
9862,5,37,1.58093E+12,No
9863,4,26,1.58093E+12,No
9864,5,37,1.58093E+12,No
9865,4,30,1.58093E+12,No
9866,5,34,1.58093E+12,No
9867,4,20,1.58093E+12,No
9868,5,37,1.58093E+12,No
9869,4,40,1.58093E+12,No
9870,5,50,1.58093E+12,No
9871,4,56,1.58093E+12,No
9872,5,37,1.58093E+12,No
9873,4,54,1.58093E+12,No
9874,5,37,1.58093E+12,No
9875,4,56,1.58093E+12,No
9876,5,34,1.58093E+12,No
9877,4,66,1.58093E+12,Fwd
9878,5,37,1.58093E+12,No
9879,4,69,1.58093E+12,Fwd
9880,5,54,1.58093E+12,No
9881,4,53,1.58093E+12,No
9882,5,77,1.58093E+12,Left
9883,4,60,1.58093E+12,Fwd
9884,5,87,1.58093E+12,Left
9885,4,57,1.58093E+12,No
9886,5,75,1.58093E+12,Left
9887,4,44,1.58093E+12,No
9888,5,70,1.58093E+12,Left
9889,4,57,1.58093E+12,No
9890,5,44,1.58093E+12,No
9891,4,51,1.58093E+12,No
9892,5,35,1.58093E+12,No
9893,4,43,1.58093E+12,No
9894,5,48,1.58093E+12,No
9895,4,41,1.58093E+12,No
9896,5,48,1.58093E+12,No
9897,4,30,1.58093E+12,No
9898,5,51,1.58093E+12,No
9899,4,30,1.58093E+12,No
9900,5,56,1.58093E+12,No
9901,4,24,1.58093E+12,No
9902,5,61,1.58093E+12,Left
9903,22,38,1.58093E+12,No
9904,22,42,1.58093E+12,No
9905,4,34,1.58093E+12,No
9906,5,43,1.58093E+12,No
9907,4,34,1.58093E+12,No
9908,5,48,1.58093E+12,No
9909,22,46,1.58093E+12,No
9910,22,40,1.58093E+12,No
9911,4,26,1.58093E+12,No
9912,5,40,1.58093E+12,No
9913,4,24,1.58093E+12,No
9914,5,27,1.58093E+12,No
9915,4,26,1.58093E+12,No
9916,5,40,1.58093E+12,No
9917,4,38,1.58093E+12,No
9918,5,47,1.58093E+12,No
9919,4,43,1.58093E+12,No
9920,5,63,1.58093E+12,Left
9921,4,48,1.58093E+12,No
9922,5,64,1.58093E+12,Left
9923,4,41,1.58093E+12,No
9924,5,66,1.58093E+12,Left
9925,4,47,1.58093E+12,No
9926,5,57,1.58093E+12,No
9927,4,53,1.58093E+12,No
9928,5,53,1.58093E+12,No
9929,4,48,1.58093E+12,No
9930,5,43,1.58093E+12,No
9931,4,40,1.58093E+12,No
9932,5,43,1.58093E+12,No
9933,4,44,1.58093E+12,No
9934,5,47,1.58093E+12,No
9935,4,43,1.58093E+12,No
9936,5,57,1.58093E+12,No
9937,4,51,1.58093E+12,No
9938,5,67,1.58093E+12,Left
9939,4,50,1.58093E+12,No
9940,5,74,1.58093E+12,Left
9941,4,44,1.58093E+12,No
9942,5,78,1.58093E+12,Left
9943,4,40,1.58093E+12,No
9944,5,56,1.58093E+12,No
9945,4,20,1.58093E+12,No
9946,5,40,1.58093E+12,No
9947,4,30,1.58093E+12,No
9948,5,27,1.58093E+12,No
9949,4,14,1.58093E+12,No
9950,5,14,1.58093E+12,No
9951,4,16,1.58093E+12,No
9952,5,26,1.58093E+12,No
9953,4,35,1.58093E+12,No
9954,5,41,1.58093E+12,No
9955,4,37,1.58093E+12,No
9956,5,50,1.58093E+12,No
9957,4,47,1.58093E+12,No
9958,5,61,1.58093E+12,Left
9959,4,48,1.58093E+12,No
9960,5,57,1.58093E+12,No
9961,4,50,1.58093E+12,No
9962,5,61,1.58093E+12,Left
9963,4,43,1.58093E+12,No
9964,5,69,1.58093E+12,Left
9965,4,47,1.58093E+12,No
9966,5,63,1.58093E+12,Left
9967,4,50,1.58093E+12,No
9968,5,66,1.58093E+12,Left
9969,4,43,1.58093E+12,No
9970,5,75,1.58093E+12,Left
9971,4,63,1.58093E+12,Fwd
9972,5,61,1.58093E+12,Left
9973,4,60,1.58093E+12,Fwd
9974,5,64,1.58093E+12,Left
9975,4,51,1.58093E+12,No
9976,5,44,1.58093E+12,No
9977,4,57,1.58093E+12,No
9978,5,37,1.58093E+12,No
9979,4,44,1.58093E+12,No
9980,5,37,1.58093E+12,No
9981,4,44,1.58093E+12,No
9982,5,37,1.58093E+12,No
9983,4,57,1.58093E+12,No
9984,5,48,1.58093E+12,No
9985,4,44,1.58093E+12,No
9986,5,41,1.58093E+12,No
9987,4,41,1.58093E+12,No
9988,5,50,1.58093E+12,No
9989,4,53,1.58093E+12,No
9990,5,53,1.58093E+12,No
9991,4,63,1.58093E+12,Fwd
9992,5,51,1.58093E+12,No
9993,4,75,1.58093E+12,Fwd
9994,5,69,1.58093E+12,Left
9995,4,66,1.58093E+12,Fwd
9996,5,69,1.58093E+12,Left
9997,4,51,1.58093E+12,No
9998,5,74,1.58093E+12,Left
9999,4,41,1.58093E+12,No
10000,5,74,1.58093E+12,Left
10001,4,35,1.58093E+12,No
10002,5,60,1.58093E+12,Left
10003,4,43,1.58093E+12,No
10004,5,53,1.58093E+12,No
10005,4,35,1.58093E+12,No
10006,5,44,1.58093E+12,No
10007,4,23,1.58093E+12,No
10008,5,38,1.58093E+12,No
10009,4,35,1.58093E+12,No
10010,5,48,1.58093E+12,No
10011,4,35,1.58093E+12,No
10012,5,54,1.58093E+12,No
10013,22,37,1.58093E+12,No
10014,4,38,1.58093E+12,No
10015,5,60,1.58093E+12,Left
10016,4,37,1.58093E+12,No
10017,5,67,1.58093E+12,Left
10018,4,24,1.58093E+12,No
10019,5,63,1.58093E+12,Left
10020,4,24,1.58093E+12,No
10021,5,63,1.58093E+12,Left
10022,4,30,1.58093E+12,No
10023,5,63,1.58093E+12,Left
10024,4,35,1.58093E+12,No
10025,5,63,1.58093E+12,Left
10026,4,40,1.58093E+12,No
10027,5,56,1.58093E+12,No
10028,4,43,1.58093E+12,No
10029,5,50,1.58093E+12,No
10030,4,50,1.58093E+12,No
10031,5,41,1.58093E+12,No
10032,4,57,1.58093E+12,No
10033,5,43,1.58093E+12,No
10034,4,63,1.58093E+12,Fwd
10035,5,50,1.58093E+12,No
10036,4,57,1.58093E+12,No
10037,5,56,1.58093E+12,No
10038,4,47,1.58093E+12,No
10039,5,66,1.58093E+12,Left
10040,4,38,1.58093E+12,No
10041,5,77,1.58093E+12,Left
10042,4,35,1.58093E+12,No
10043,5,74,1.58093E+12,Left
10044,4,40,1.58093E+12,No
10045,5,67,1.58093E+12,Left
10046,4,41,1.58093E+12,No
10047,5,67,1.58093E+12,Left
10048,4,38,1.58093E+12,No
10049,5,56,1.58093E+12,No
10050,4,37,1.58093E+12,No
10051,5,56,1.58093E+12,No
10052,22,77,1.58093E+12,Stop
10053,22,46,1.58093E+12,No
10054,4,29,1.58093E+12,No
10055,5,51,1.58093E+12,No
10056,22,53,1.58093E+12,No
10057,22,58,1.58093E+12,No
10058,22,52,1.58093E+12,No
10059,4,21,1.58093E+12,No
10060,5,47,1.58093E+12,No
10061,4,23,1.58093E+12,No
10062,5,47,1.58093E+12,No
10063,4,17,1.58093E+12,No
10064,5,50,1.58093E+12,No
10065,22,41,1.58093E+12,No
10066,4,20,1.58093E+12,No
10067,5,53,1.58093E+12,No
10068,4,41,1.58093E+12,No
10069,5,48,1.58093E+12,No
10070,4,41,1.58093E+12,No
10071,5,47,1.58093E+12,No
10072,4,51,1.58093E+12,No
10073,5,47,1.58093E+12,No
10074,4,53,1.58093E+12,No
10075,5,38,1.58093E+12,No
10076,4,44,1.58093E+12,No
10077,5,48,1.58093E+12,No
10078,22,38,1.58093E+12,No
10079,4,35,1.58093E+12,No
10080,5,43,1.58093E+12,No
10081,22,33,1.58093E+12,No
10082,22,41,1.58093E+12,No
10083,4,17,1.58093E+12,No
10084,5,29,1.58093E+12,No
10085,4,20,1.58093E+12,No
10086,5,37,1.58093E+12,No
10087,4,14,1.58093E+12,No
10088,5,44,1.58093E+12,No
10089,4,26,1.58093E+12,No
10090,5,57,1.58093E+12,No
10091,4,44,1.58093E+12,No
10092,5,66,1.58093E+12,Left
10093,4,47,1.58093E+12,No
10094,5,69,1.58093E+12,Left
10095,4,56,1.58093E+12,No
10096,5,60,1.58093E+12,Left
10097,4,54,1.58093E+12,No
10098,5,60,1.58093E+12,Left
10099,4,57,1.58093E+12,No
10100,5,60,1.58093E+12,Left
10101,22,35,1.58093E+12,No
10102,4,53,1.58093E+12,No
10103,5,43,1.58093E+12,No
10104,4,40,1.58093E+12,No
10105,5,34,1.58093E+12,No
10106,4,48,1.58093E+12,No
10107,5,40,1.58093E+12,No
10108,4,30,1.58093E+12,No
10109,5,48,1.58093E+12,No
10110,4,26,1.58093E+12,No
10111,5,54,1.58093E+12,No
10112,4,35,1.58093E+12,No
10113,5,74,1.58093E+12,Left
10114,4,24,1.58093E+12,No
10115,5,63,1.58093E+12,Left
10116,4,21,1.58093E+12,No
10117,5,70,1.58093E+12,Left
10118,4,38,1.58093E+12,No
10119,5,77,1.58093E+12,Left
10120,4,47,1.58093E+12,No
10121,5,61,1.58093E+12,Left
10122,4,54,1.58093E+12,No
10123,5,69,1.58093E+12,Left
10124,4,64,1.58093E+12,Fwd
10125,5,60,1.58093E+12,Left
10126,4,54,1.58093E+12,No
10127,5,61,1.58093E+12,Left
10128,4,54,1.58093E+12,No
10129,5,67,1.58093E+12,Left
10130,4,47,1.58093E+12,No
10131,5,51,1.58093E+12,No
10132,4,50,1.58093E+12,No
10133,5,44,1.58093E+12,No
10134,4,50,1.58093E+12,No
10135,5,47,1.58093E+12,No
10136,4,35,1.58093E+12,No
10137,5,53,1.58093E+12,No
10138,4,30,1.58093E+12,No
10139,5,57,1.58093E+12,No
10140,4,38,1.58093E+12,No
10141,5,56,1.58093E+12,No
10142,4,34,1.58093E+12,No
10143,5,50,1.58093E+12,No
10144,4,34,1.58093E+12,No
10145,5,47,1.58093E+12,No
10146,4,43,1.58093E+12,No
10147,5,61,1.58093E+12,Left
10148,4,40,1.58093E+12,No
10149,5,51,1.58093E+12,No
10150,4,38,1.58093E+12,No
10151,5,50,1.58093E+12,No
10152,4,47,1.58093E+12,No
10153,5,38,1.58093E+12,No
10154,4,43,1.58093E+12,No
10155,5,26,1.58093E+12,No
10156,4,27,1.58093E+12,No
10157,5,43,1.58093E+12,No
10158,22,35,1.58093E+12,No
10159,22,55,1.58093E+12,No
10160,4,27,1.58093E+12,No
10161,5,44,1.58093E+12,No
10162,4,23,1.58093E+12,No
10163,5,51,1.58093E+12,No
10164,4,24,1.58093E+12,No
10165,5,51,1.58093E+12,No
10166,4,27,1.58093E+12,No
10167,5,37,1.58093E+12,No
10168,4,37,1.58093E+12,No
10169,5,40,1.58093E+12,No
10170,4,35,1.58093E+12,No
10171,5,38,1.58093E+12,No
10172,4,38,1.58093E+12,No
10173,5,43,1.58093E+12,No
10174,4,40,1.58093E+12,No
10175,5,51,1.58093E+12,No
10176,4,30,1.58093E+12,No
10177,5,51,1.58093E+12,No
10178,4,37,1.58093E+12,No
10179,5,54,1.58093E+12,No
10180,4,26,1.58093E+12,No
10181,5,56,1.58093E+12,No
10182,4,38,1.58093E+12,No
10183,5,53,1.58093E+12,No
10184,4,40,1.58093E+12,No
10185,5,40,1.58093E+12,No
10186,4,43,1.58093E+12,No
10187,5,44,1.58093E+12,No
10188,4,38,1.58093E+12,No
10189,5,38,1.58093E+12,No
10190,4,23,1.58093E+12,No
10191,5,40,1.58093E+12,No
10192,4,37,1.58093E+12,No
10193,5,51,1.58093E+12,No
10194,4,27,1.58093E+12,No
10195,5,43,1.58093E+12,No
10196,4,43,1.58093E+12,No
10197,5,44,1.58093E+12,No
10198,4,50,1.58093E+12,No
10199,5,54,1.58093E+12,No
10200,4,41,1.58093E+12,No
10201,5,57,1.58093E+12,No
10202,4,63,1.58093E+12,Fwd
10203,5,57,1.58093E+12,No
10204,4,54,1.58093E+12,No
10205,5,54,1.58093E+12,No
10206,4,56,1.58093E+12,No
10207,5,44,1.58093E+12,No
10208,4,61,1.58093E+12,Fwd
10209,5,43,1.58093E+12,No
10210,4,56,1.58093E+12,No
10211,5,50,1.58093E+12,No
10212,4,54,1.58093E+12,No
10213,5,56,1.58093E+12,No
10214,4,50,1.58093E+12,No
10215,5,48,1.58093E+12,No
10216,4,48,1.58093E+12,No
10217,5,47,1.58093E+12,No
10218,4,29,1.58093E+12,No
10219,5,41,1.58093E+12,No
10220,22,40,1.58093E+12,No
10221,4,37,1.58093E+12,No
10222,5,40,1.58093E+12,No
10223,4,41,1.58093E+12,No
10224,5,54,1.58093E+12,No
10225,4,37,1.58093E+12,No
10226,5,54,1.58093E+12,No
10227,22,42,1.58093E+12,No
10228,22,40,1.58093E+12,No
10229,4,29,1.58093E+12,No
10230,5,47,1.58093E+12,No
10231,4,35,1.58093E+12,No
10232,5,51,1.58093E+12,No
10233,4,24,1.58093E+12,No
10234,5,51,1.58093E+12,No
10235,4,30,1.58093E+12,No
10236,5,54,1.58093E+12,No
10237,4,51,1.58093E+12,No
10238,5,64,1.58093E+12,Left
10239,4,48,1.58093E+12,No
10240,5,66,1.58093E+12,Left
10241,4,57,1.58093E+12,No
10242,5,64,1.58093E+12,Left
10243,4,69,1.58093E+12,Fwd
10244,5,53,1.58093E+12,No
10245,4,63,1.58093E+12,Fwd
10246,5,48,1.58093E+12,No
10247,4,64,1.58093E+12,Fwd
10248,5,44,1.58093E+12,No
10249,4,74,1.58093E+12,Fwd
10250,5,43,1.58093E+12,No
10251,4,61,1.58093E+12,Fwd
10252,5,60,1.58093E+12,Left
10253,4,56,1.58093E+12,No
10254,5,61,1.58093E+12,Left
10255,4,64,1.58093E+12,Fwd
10256,5,53,1.58093E+12,No
10257,4,74,1.58093E+12,Fwd
10258,5,47,1.58093E+12,No
10259,4,70,1.58093E+12,Fwd
10260,5,41,1.58093E+12,No
10261,4,84,1.58093E+12,Fwd
10262,5,41,1.58093E+12,No
10263,4,74,1.58093E+12,Fwd
10264,5,53,1.58093E+12,No
10265,4,66,1.58093E+12,Fwd
10266,5,61,1.58093E+12,Left
10267,22,39,1.58093E+12,No
10268,22,38,1.58093E+12,No
10269,4,67,1.58093E+12,Fwd
10270,5,54,1.58093E+12,No
10271,4,66,1.58093E+12,Fwd
10272,5,48,1.58093E+12,No
10273,4,74,1.58093E+12,Fwd
10274,5,38,1.58093E+12,No
10275,4,66,1.58093E+12,Fwd
10276,5,37,1.58093E+12,No
10277,4,77,1.58093E+12,Fwd
10278,5,35,1.58093E+12,No
10279,4,69,1.58093E+12,Fwd
10280,5,41,1.58093E+12,No
10281,4,64,1.58093E+12,Fwd
10282,5,44,1.58093E+12,No
10283,4,70,1.58093E+12,Fwd
10284,5,44,1.58093E+12,No
10285,4,70,1.58093E+12,Fwd
10286,5,50,1.58093E+12,No
10287,4,67,1.58093E+12,Fwd
10288,5,38,1.58093E+12,No
10289,4,67,1.58093E+12,Fwd
10290,5,37,1.58093E+12,No
10291,4,61,1.58093E+12,Fwd
10292,5,30,1.58093E+12,No
10293,4,53,1.58093E+12,No
10294,5,37,1.58093E+12,No
10295,4,56,1.58093E+12,No
10296,5,54,1.58093E+12,No
10297,4,50,1.58093E+12,No
10298,5,67,1.58093E+12,Left
10299,4,47,1.58093E+12,No
10300,5,69,1.58093E+12,Left
10301,4,43,1.58093E+12,No
10302,5,61,1.58093E+12,Left
10303,4,47,1.58093E+12,No
10304,5,60,1.58093E+12,Left
10305,4,50,1.58093E+12,No
10306,5,48,1.58093E+12,No
10307,4,51,1.58093E+12,No
10308,5,50,1.58093E+12,No
10309,4,54,1.58093E+12,No
10310,5,54,1.58093E+12,No
10311,4,56,1.58093E+12,No
10312,5,50,1.58093E+12,No
10313,4,56,1.58093E+12,No
10314,5,50,1.58093E+12,No
10315,4,57,1.58093E+12,No
10316,5,44,1.58093E+12,No
10317,4,50,1.58093E+12,No
10318,5,24,1.58093E+12,No
10319,4,37,1.58093E+12,No
10320,5,13,1.58093E+12,No
10321,4,37,1.58093E+12,No
10322,5,8,1.58093E+12,No
10323,22,40,1.58093E+12,No
10324,4,24,1.58093E+12,No
10325,5,17,1.58093E+12,No
10326,4,23,1.58093E+12,No
10327,5,37,1.58093E+12,No
10328,4,53,1.58093E+12,No
10329,5,43,1.58093E+12,No
10330,4,54,1.58093E+12,No
10331,5,57,1.58093E+12,No
10332,4,67,1.58093E+12,Fwd
10333,5,47,1.58093E+12,No
10334,4,80,1.58093E+12,Fwd
10335,5,44,1.58093E+12,No
10336,4,69,1.58093E+12,Fwd
10337,5,51,1.58093E+12,No
10338,4,77,1.58093E+12,Fwd
10339,5,47,1.58093E+12,No
10340,4,63,1.58093E+12,Fwd
10341,5,43,1.58093E+12,No
10342,4,63,1.58093E+12,Fwd
10343,5,44,1.58093E+12,No
10344,4,48,1.58093E+12,No
10345,5,47,1.58093E+12,No
10346,4,37,1.58093E+12,No
10347,5,54,1.58093E+12,No
10348,4,44,1.58093E+12,No
10349,5,67,1.58093E+12,Left
10350,4,41,1.58093E+12,No
10351,5,74,1.58093E+12,Left
10352,4,54,1.58093E+12,No
10353,5,70,1.58093E+12,Left
10354,4,51,1.58093E+12,No
10355,5,54,1.58093E+12,No
10356,4,54,1.58093E+12,No
10357,5,50,1.58093E+12,No
10358,4,41,1.58093E+12,No
10359,5,53,1.58093E+12,No
10360,4,43,1.58093E+12,No
10361,5,48,1.58093E+12,No
10362,4,47,1.58093E+12,No
10363,5,51,1.58093E+12,No
10364,4,37,1.58093E+12,No
10365,5,48,1.58093E+12,No
10366,4,63,1.58093E+12,Fwd
10367,5,34,1.58093E+12,No
10368,4,57,1.58093E+12,No
10369,5,35,1.58093E+12,No
10370,4,53,1.58093E+12,No
10371,5,48,1.58093E+12,No
10372,4,56,1.58093E+12,No
10373,5,64,1.58093E+12,Left
10374,4,44,1.58093E+12,No
10375,5,70,1.58093E+12,Left
10376,4,41,1.58093E+12,No
10377,5,70,1.58093E+12,Left
10378,4,35,1.58093E+12,No
