_id,type,level,miliseconds,action
889,4,74,1.58E+12,Fwd
890,5,41,1.58E+12,No
891,4,66,1.58E+12,Fwd
892,5,51,1.58E+12,No
893,22,39,1.58E+12,No
894,4,54,1.58E+12,No
895,5,63,1.58E+12,Left
896,4,63,1.58E+12,Fwd
897,5,57,1.58E+12,No
898,4,64,1.58E+12,Fwd
899,5,50,1.58E+12,No
900,4,67,1.58E+12,Fwd
901,5,35,1.58E+12,No
902,4,69,1.58E+12,Fwd
903,5,26,1.58E+12,No
904,4,74,1.58E+12,Fwd
905,5,27,1.58E+12,No
906,4,80,1.58E+12,Fwd
907,5,30,1.58E+12,No
908,4,81,1.58E+12,Fwd
909,5,35,1.58E+12,No
910,4,88,1.58E+12,Fwd
911,5,34,1.58E+12,No
912,4,91,1.58E+12,Fwd
913,5,38,1.58E+12,No
914,4,84,1.58E+12,Fwd
915,5,47,1.58E+12,No
916,4,83,1.58E+12,Fwd
917,5,47,1.58E+12,No
918,4,84,1.58E+12,Fwd
919,5,54,1.58E+12,No
920,4,87,1.58E+12,Fwd
921,5,51,1.58E+12,No
922,4,94,1.58E+12,Fwd
923,5,53,1.58E+12,No
924,4,91,1.58E+12,Fwd
925,5,63,1.58E+12,Left
926,4,84,1.58E+12,Fwd
927,5,60,1.58E+12,Left
928,4,74,1.58E+12,Fwd
929,5,67,1.58E+12,Left
930,4,61,1.58E+12,Fwd
931,5,64,1.58E+12,Left
932,4,56,1.58E+12,No
933,5,57,1.58E+12,No
934,4,63,1.58E+12,Fwd
935,5,56,1.58E+12,No
936,4,56,1.58E+12,No
937,5,51,1.58E+12,No
938,4,56,1.58E+12,No
939,5,51,1.58E+12,No
940,4,57,1.58E+12,No
941,5,53,1.58E+12,No
942,4,41,1.58E+12,No
943,5,50,1.58E+12,No
944,4,51,1.58E+12,No
945,5,40,1.58E+12,No
946,4,64,1.58E+12,Fwd
947,5,26,1.58E+12,No
948,4,69,1.58E+12,Fwd
949,5,34,1.58E+12,No
950,22,38,1.58E+12,No
951,22,72,1.58E+12,Stop
952,4,66,1.58E+12,Fwd
953,5,38,1.58E+12,No
954,4,69,1.58E+12,Fwd
955,5,50,1.58E+12,No
956,4,75,1.58E+12,Fwd
957,5,53,1.58E+12,No
958,4,66,1.58E+12,Fwd
959,5,30,1.58E+12,No
960,4,93,1.58E+12,Fwd
961,5,35,1.58E+12,No
962,4,96,1.58E+12,Fwd
963,5,26,1.58E+12,No
964,4,81,1.58E+12,Fwd
965,5,24,1.58E+12,No
966,4,83,1.58E+12,Fwd
967,5,30,1.58E+12,No
968,4,69,1.58E+12,Fwd
969,5,27,1.58E+12,No
970,4,57,1.58E+12,No
971,5,26,1.58E+12,No
972,4,61,1.58E+12,Fwd
973,5,30,1.58E+12,No
974,4,80,1.58E+12,Fwd
975,5,38,1.58E+12,No
976,4,90,1.58E+12,Fwd
977,5,23,1.58E+12,No
978,4,94,1.58E+12,Fwd
979,5,23,1.58E+12,No
980,4,93,1.58E+12,Fwd
981,5,27,1.58E+12,No
982,4,78,1.58E+12,Fwd
983,5,37,1.58E+12,No
984,4,67,1.58E+12,Fwd
985,5,44,1.58E+12,No
986,4,64,1.58E+12,Fwd
987,5,54,1.58E+12,No
988,4,44,1.58E+12,No
989,5,53,1.58E+12,No
990,4,24,1.58E+12,No
991,5,23,1.58E+12,No
992,22,39,1.58E+12,No
993,4,21,1.58E+12,No
994,5,29,1.58E+12,No
995,4,4,1.58E+12,No
996,5,7,1.58E+12,No
997,4,13,1.58E+12,No
998,5,1,1.58E+12,No
999,4,10,1.58E+12,No
1000,5,8,1.58E+12,No
1001,4,16,1.58E+12,No
1002,5,4,1.58E+12,No
1003,4,24,1.58E+12,No
1004,5,17,1.58E+12,No
1005,4,30,1.58E+12,No
1006,5,23,1.58E+12,No
1007,4,50,1.58E+12,No
1008,5,30,1.58E+12,No
1009,4,23,1.58E+12,No
1010,5,16,1.58E+12,No
1011,4,16,1.58E+12,No
1012,5,21,1.58E+12,No
1013,4,17,1.58E+12,No
1014,5,17,1.58E+12,No
1015,4,7,1.58E+12,No
1016,5,13,1.58E+12,No
1017,4,17,1.58E+12,No
1018,5,29,1.58E+12,No
1019,4,14,1.58E+12,No
1020,5,20,1.58E+12,No
1021,4,8,1.58E+12,No
1022,5,14,1.58E+12,No
1023,4,10,1.58E+12,No
1024,5,23,1.58E+12,No
1025,4,16,1.58E+12,No
1026,5,24,1.58E+12,No
1027,4,30,1.58E+12,No
1028,5,23,1.58E+12,No
1029,22,36,1.58E+12,No
1030,4,26,1.58E+12,No
1031,5,21,1.58E+12,No
1032,4,40,1.58E+12,No
1033,5,3,1.58E+12,No
1034,22,42,1.58E+12,No
1035,22,45,1.58E+12,No
1036,4,30,1.58E+12,No
1037,5,1,1.58E+12,No
1038,4,14,1.58E+12,No
1039,5,1,1.58E+12,No
1040,22,39,1.58E+12,No
1041,22,41,1.58E+12,No
1042,4,11,1.58E+12,No
1043,5,1,1.58E+12,No
1044,4,8,1.58E+12,No
1045,5,3,1.58E+12,No
1046,4,21,1.58E+12,No
1047,5,7,1.58E+12,No
1048,4,20,1.58E+12,No
1049,5,21,1.58E+12,No
1050,4,26,1.58E+12,No
1051,5,24,1.58E+12,No
1052,4,17,1.58E+12,No
1053,5,37,1.58E+12,No
1054,4,1,1.58E+12,No
1055,5,26,1.58E+12,No
1056,4,17,1.58E+12,No
1057,5,27,1.58E+12,No
1058,22,38,1.58E+12,No
1059,22,40,1.58E+12,No
1060,4,17,1.58E+12,No
1061,5,21,1.58E+12,No
1062,4,16,1.58E+12,No
1063,5,11,1.58E+12,No
1064,4,17,1.58E+12,No
1065,5,11,1.58E+12,No
1066,4,16,1.58E+12,No
1067,5,17,1.58E+12,No
1068,4,20,1.58E+12,No
1069,5,11,1.58E+12,No
1070,22,43,1.58E+12,No
1071,4,21,1.58E+12,No
1072,5,3,1.58E+12,No
1073,4,27,1.58E+12,No
1074,5,20,1.58E+12,No
1075,4,24,1.58E+12,No
1076,5,11,1.58E+12,No
1077,4,27,1.58E+12,No
1078,5,29,1.58E+12,No
1079,4,37,1.58E+12,No
1080,5,41,1.58E+12,No
1081,22,36,1.58E+12,No
1082,4,47,1.58E+12,No
1083,5,40,1.58E+12,No
1084,4,51,1.58E+12,No
1085,5,37,1.58E+12,No
1086,4,40,1.58E+12,No
1087,5,16,1.58E+12,No
1088,4,40,1.58E+12,No
1089,5,7,1.58E+12,No
1090,22,39,1.58E+12,No
1091,22,43,1.58E+12,No
1092,4,40,1.58E+12,No
1093,5,7,1.58E+12,No
1094,22,46,1.58E+12,No
1095,22,41,1.58E+12,No
1096,4,30,1.58E+12,No
1097,5,1,1.58E+12,No
1098,4,23,1.58E+12,No
1099,5,1,1.58E+12,No
1100,22,38,1.58E+12,No
1101,4,20,1.58E+12,No
1102,5,3,1.58E+12,No
1103,4,17,1.58E+12,No
1104,5,3,1.58E+12,No
1105,4,13,1.58E+12,No
1106,5,1,1.58E+12,No
1107,4,8,1.58E+12,No
1108,5,1,1.58E+12,No
1109,4,24,1.58E+12,No
1110,5,1,1.58E+12,No
1111,4,24,1.58E+12,No
1112,5,1,1.58E+12,No
1113,22,41,1.58E+12,No
1114,4,24,1.58E+12,No
1115,5,20,1.58E+12,No
1116,22,60,1.58E+12,Stop
1117,22,58,1.58E+12,No
1118,4,30,1.58E+12,No
1119,5,35,1.58E+12,No
1120,22,42,1.58E+12,No
1121,4,40,1.58E+12,No
1122,5,43,1.58E+12,No
1123,4,37,1.58E+12,No
1124,5,51,1.58E+12,No
1125,4,41,1.58E+12,No
1126,5,43,1.58E+12,No
1127,22,40,1.58E+12,No
1128,4,48,1.58E+12,No
1129,5,41,1.58E+12,No
1130,4,61,1.58E+12,Fwd
1131,5,43,1.58E+12,No
1132,4,75,1.58E+12,Fwd
1133,5,47,1.58E+12,No
1134,4,87,1.58E+12,Fwd
1135,5,53,1.58E+12,No
1136,4,83,1.58E+12,Fwd
1137,5,48,1.58E+12,No
1138,4,69,1.58E+12,Fwd
1139,5,27,1.58E+12,No
1140,4,57,1.58E+12,No
1141,5,17,1.58E+12,No
1142,22,38,1.58E+12,No
1143,22,46,1.58E+12,No
1144,4,54,1.58E+12,No
1145,5,14,1.58E+12,No
1146,4,66,1.58E+12,Fwd
1147,5,29,1.58E+12,No
1148,4,84,1.58E+12,Fwd
1149,5,47,1.58E+12,No
1150,4,97,1.58E+12,Fwd
1151,5,57,1.58E+12,No
1152,4,97,1.58E+12,Fwd
1153,5,60,1.58E+12,Left
1154,4,100,1.58E+12,Fwd
1155,5,51,1.58E+12,No
1156,22,36,1.58E+12,No
1157,22,40,1.58E+12,No
1158,4,97,1.58E+12,Fwd
1159,5,51,1.58E+12,No
1160,22,45,1.58E+12,No
1161,4,78,1.58E+12,Fwd
1162,5,50,1.58E+12,No
1163,4,75,1.58E+12,Fwd
1164,5,29,1.58E+12,No
1165,4,77,1.58E+12,Fwd
1166,5,38,1.58E+12,No
1167,4,75,1.58E+12,Fwd
1168,5,41,1.58E+12,No
1169,4,74,1.58E+12,Fwd
1170,5,35,1.58E+12,No
1171,4,60,1.58E+12,Fwd
1172,5,50,1.58E+12,No
1173,4,40,1.58E+12,No
1174,5,51,1.58E+12,No
1175,4,29,1.58E+12,No
1176,5,43,1.58E+12,No
1177,4,51,1.58E+12,No
1178,5,47,1.58E+12,No
1179,4,63,1.58E+12,Fwd
1180,5,40,1.58E+12,No
1181,4,77,1.58E+12,Fwd
1182,5,38,1.58E+12,No
1183,22,43,1.58E+12,No
1184,4,80,1.58E+12,Fwd
1185,5,35,1.58E+12,No
1186,4,83,1.58E+12,Fwd
1187,5,26,1.58E+12,No
1188,22,37,1.58E+12,No
1189,22,42,1.58E+12,No
1190,4,74,1.58E+12,Fwd
1191,5,21,1.58E+12,No
1192,4,57,1.58E+12,No
1193,5,11,1.58E+12,No
1194,4,64,1.58E+12,Fwd
1195,5,16,1.58E+12,No
1196,4,61,1.58E+12,Fwd
1197,5,30,1.58E+12,No
1198,4,69,1.58E+12,Fwd
1199,5,50,1.58E+12,No
1200,4,81,1.58E+12,Fwd
1201,5,57,1.58E+12,No
1202,4,83,1.58E+12,Fwd
1203,5,67,1.58E+12,Left
1204,4,81,1.58E+12,Fwd
1205,5,66,1.58E+12,Left
1206,4,87,1.58E+12,Fwd
1207,5,53,1.58E+12,No
1208,4,91,1.58E+12,Fwd
1209,5,50,1.58E+12,No
1210,22,37,1.58E+12,No
1211,4,83,1.58E+12,Fwd
1212,5,40,1.58E+12,No
1213,4,81,1.58E+12,Fwd
1214,5,35,1.58E+12,No
1215,4,77,1.58E+12,Fwd
1216,5,53,1.58E+12,No
1217,4,75,1.58E+12,Fwd
1218,5,57,1.58E+12,No
1219,4,80,1.58E+12,Fwd
1220,5,63,1.58E+12,Left
1221,4,74,1.58E+12,Fwd
1222,5,54,1.58E+12,No
1223,4,80,1.58E+12,Fwd
1224,5,43,1.58E+12,No
1225,4,81,1.58E+12,Fwd
1226,5,41,1.58E+12,No
1227,4,75,1.58E+12,Fwd
1228,5,26,1.58E+12,No
1229,4,83,1.58E+12,Fwd
1230,5,23,1.58E+12,No
1231,4,87,1.58E+12,Fwd
1232,5,26,1.58E+12,No
1233,4,87,1.58E+12,Fwd
1234,5,26,1.58E+12,No
1235,4,96,1.58E+12,Fwd
1236,5,47,1.58E+12,No
1237,4,81,1.58E+12,Fwd
1238,5,50,1.58E+12,No
1239,4,81,1.58E+12,Fwd
1240,5,51,1.58E+12,No
1241,4,77,1.58E+12,Fwd
1242,5,51,1.58E+12,No
1243,4,67,1.58E+12,Fwd
1244,5,50,1.58E+12,No
1245,4,61,1.58E+12,Fwd
1246,5,63,1.58E+12,Left
1247,4,56,1.58E+12,No
1248,5,64,1.58E+12,Left
1249,4,48,1.58E+12,No
1250,5,61,1.58E+12,Left
1251,4,61,1.58E+12,Fwd
1252,5,50,1.58E+12,No
1253,4,74,1.58E+12,Fwd
1254,5,44,1.58E+12,No
1255,4,75,1.58E+12,Fwd
1256,5,37,1.58E+12,No
1257,4,91,1.58E+12,Fwd
1258,5,41,1.58E+12,No
1259,4,87,1.58E+12,Fwd
1260,5,51,1.58E+12,No
1261,4,87,1.58E+12,Fwd
1262,5,50,1.58E+12,No
1263,4,94,1.58E+12,Fwd
1264,5,56,1.58E+12,No
1265,22,55,1.58E+12,No
1266,22,55,1.58E+12,No
1267,4,69,1.58E+12,Fwd
1268,5,54,1.58E+12,No
1269,22,56,1.58E+12,No
1270,4,60,1.58E+12,Fwd
1271,5,40,1.58E+12,No
1272,4,60,1.58E+12,Fwd
1273,5,38,1.58E+12,No
1274,4,41,1.58E+12,No
1275,5,41,1.58E+12,No
1276,22,42,1.58E+12,No
1277,4,47,1.58E+12,No
1278,5,44,1.58E+12,No
1279,4,44,1.58E+12,No
1280,5,44,1.58E+12,No
1281,22,39,1.58E+12,No
1282,4,35,1.58E+12,No
1283,5,47,1.58E+12,No
1284,22,41,1.58E+12,No
1285,4,41,1.58E+12,No
1286,5,30,1.58E+12,No
1287,22,42,1.58E+12,No
1288,4,44,1.58E+12,No
1289,5,24,1.58E+12,No
1290,4,47,1.58E+12,No
1291,5,29,1.58E+12,No
1292,4,51,1.58E+12,No
1293,5,26,1.58E+12,No
1294,4,40,1.58E+12,No
1295,5,41,1.58E+12,No
1296,4,43,1.58E+12,No
1297,5,34,1.58E+12,No
1298,4,60,1.58E+12,Fwd
1299,5,38,1.58E+12,No
1300,4,67,1.58E+12,Fwd
1301,5,56,1.58E+12,No
1302,4,96,1.58E+12,Fwd
1303,5,47,1.58E+12,No
1304,4,100,1.58E+12,Fwd
1305,5,63,1.58E+12,Left
1306,4,94,1.58E+12,Fwd
1307,5,60,1.58E+12,Left
1308,4,91,1.58E+12,Fwd
1309,5,60,1.58E+12,Left
1310,4,67,1.58E+12,Fwd
1311,5,63,1.58E+12,Left
1312,22,53,1.58E+12,No
1313,22,39,1.58E+12,No
1314,4,54,1.58E+12,No
1315,5,66,1.58E+12,Left
1316,4,51,1.58E+12,No
1317,5,75,1.58E+12,Left
1318,4,48,1.58E+12,No
1319,5,61,1.58E+12,Left
1320,4,61,1.58E+12,Fwd
1321,5,61,1.58E+12,Left
1322,4,67,1.58E+12,Fwd
1323,5,57,1.58E+12,No
1324,4,70,1.58E+12,Fwd
1325,5,61,1.58E+12,Left
1326,4,84,1.58E+12,Fwd
1327,5,60,1.58E+12,Left
1328,4,81,1.58E+12,Fwd
1329,5,50,1.58E+12,No
1330,4,91,1.58E+12,Fwd
1331,5,37,1.58E+12,No
1332,4,91,1.58E+12,Fwd
1333,5,34,1.58E+12,No
1334,4,77,1.58E+12,Fwd
1335,5,54,1.58E+12,No
1336,4,74,1.58E+12,Fwd
1337,5,69,1.58E+12,Left
1338,4,70,1.58E+12,Fwd
1339,5,70,1.58E+12,Left
1340,4,66,1.58E+12,Fwd
1341,5,56,1.58E+12,No
1342,4,69,1.58E+12,Fwd
1343,5,41,1.58E+12,No
1344,4,78,1.58E+12,Fwd
1345,5,30,1.58E+12,No
1346,4,83,1.58E+12,Fwd
1347,5,37,1.58E+12,No
1348,4,75,1.58E+12,Fwd
1349,5,47,1.58E+12,No
1350,4,67,1.58E+12,Fwd
1351,5,34,1.58E+12,No
1352,22,35,1.58E+12,No
1353,22,53,1.58E+12,No
1354,4,54,1.58E+12,No
1355,5,30,1.58E+12,No
1356,4,43,1.58E+12,No
1357,5,37,1.58E+12,No
1358,4,54,1.58E+12,No
1359,5,38,1.58E+12,No
1360,4,57,1.58E+12,No
1361,5,50,1.58E+12,No
1362,4,61,1.58E+12,Fwd
1363,5,56,1.58E+12,No
1364,4,66,1.58E+12,Fwd
1365,5,53,1.58E+12,No
1366,4,57,1.58E+12,No
1367,5,60,1.58E+12,Left
1368,4,60,1.58E+12,Fwd
1369,5,64,1.58E+12,Left
1370,4,63,1.58E+12,Fwd
1371,5,56,1.58E+12,No
1372,4,64,1.58E+12,Fwd
1373,5,61,1.58E+12,Left
1374,4,83,1.58E+12,Fwd
1375,5,50,1.58E+12,No
1376,4,87,1.58E+12,Fwd
1377,5,57,1.58E+12,No
1378,4,78,1.58E+12,Fwd
1379,5,75,1.58E+12,Left
1380,4,81,1.58E+12,Fwd
1381,5,66,1.58E+12,Left
1382,4,74,1.58E+12,Fwd
1383,5,77,1.58E+12,Left
1384,4,70,1.58E+12,Fwd
1385,5,67,1.58E+12,Left
1386,22,41,1.58E+12,No
1387,4,75,1.58E+12,Fwd
1388,5,54,1.58E+12,No
1389,22,47,1.58E+12,No
1390,4,61,1.58E+12,Fwd
1391,5,44,1.58E+12,No
1392,4,63,1.58E+12,Fwd
1393,5,27,1.58E+12,No
1394,4,57,1.58E+12,No
1395,5,35,1.58E+12,No
1396,22,38,1.58E+12,No
1397,4,53,1.58E+12,No
1398,5,35,1.58E+12,No
1399,4,66,1.58E+12,Fwd
1400,5,53,1.58E+12,No
1401,4,51,1.58E+12,No
1402,5,60,1.58E+12,Left
1403,4,47,1.58E+12,No
1404,5,51,1.58E+12,No
1405,4,40,1.58E+12,No
1406,5,53,1.58E+12,No
1407,4,35,1.58E+12,No
1408,5,38,1.58E+12,No
1409,4,51,1.58E+12,No
1410,5,41,1.58E+12,No
1411,4,67,1.58E+12,Fwd
1412,5,34,1.58E+12,No
1413,4,90,1.58E+12,Fwd
1414,5,20,1.58E+12,No
1415,4,88,1.58E+12,Fwd
1416,5,34,1.58E+12,No
1417,4,81,1.58E+12,Fwd
1418,5,34,1.58E+12,No
1419,4,69,1.58E+12,Fwd
1420,5,43,1.58E+12,No
1421,4,67,1.58E+12,Fwd
1422,5,57,1.58E+12,No
1423,4,67,1.58E+12,Fwd
1424,5,53,1.58E+12,No
1425,22,46,1.58E+12,No
1426,22,38,1.58E+12,No
1427,4,69,1.58E+12,Fwd
1428,5,54,1.58E+12,No
1429,4,77,1.58E+12,Fwd
1430,5,51,1.58E+12,No
1431,4,75,1.58E+12,Fwd
1432,5,61,1.58E+12,Left
1433,4,69,1.58E+12,Fwd
1434,5,63,1.58E+12,Left
1435,4,75,1.58E+12,Fwd
1436,5,57,1.58E+12,No
1437,4,67,1.58E+12,Fwd
1438,5,53,1.58E+12,No
1439,4,66,1.58E+12,Fwd
1440,5,37,1.58E+12,No
1441,4,74,1.58E+12,Fwd
1442,5,29,1.58E+12,No
1443,4,69,1.58E+12,Fwd
1444,5,40,1.58E+12,No
1445,4,77,1.58E+12,Fwd
1446,5,41,1.58E+12,No
1447,4,78,1.58E+12,Fwd
1448,5,54,1.58E+12,No
1449,4,83,1.58E+12,Fwd
1450,5,57,1.58E+12,No
1451,4,83,1.58E+12,Fwd
1452,5,57,1.58E+12,No
1453,4,75,1.58E+12,Fwd
1454,5,53,1.58E+12,No
1455,4,75,1.58E+12,Fwd
1456,5,54,1.58E+12,No
1457,4,75,1.58E+12,Fwd
1458,5,54,1.58E+12,No
1459,4,81,1.58E+12,Fwd
1460,5,48,1.58E+12,No
1461,4,83,1.58E+12,Fwd
1462,5,51,1.58E+12,No
1463,4,80,1.58E+12,Fwd
1464,5,54,1.58E+12,No
1465,4,67,1.58E+12,Fwd
1466,5,51,1.58E+12,No
1467,4,63,1.58E+12,Fwd
1468,5,51,1.58E+12,No
1469,4,69,1.58E+12,Fwd
1470,5,57,1.58E+12,No
1471,4,83,1.58E+12,Fwd
1472,5,47,1.58E+12,No
1473,4,90,1.58E+12,Fwd
1474,5,57,1.58E+12,No
1475,4,84,1.58E+12,Fwd
1476,5,66,1.58E+12,Left
1477,4,83,1.58E+12,Fwd
1478,5,57,1.58E+12,No
1479,4,75,1.58E+12,Fwd
1480,5,67,1.58E+12,Left
1481,4,77,1.58E+12,Fwd
1482,5,61,1.58E+12,Left
1483,4,77,1.58E+12,Fwd
1484,5,61,1.58E+12,Left
1485,4,78,1.58E+12,Fwd
1486,5,63,1.58E+12,Left
1487,4,83,1.58E+12,Fwd
1488,5,54,1.58E+12,No
1489,4,74,1.58E+12,Fwd
1490,5,53,1.58E+12,No
1491,4,74,1.58E+12,Fwd
1492,5,51,1.58E+12,No
1493,4,77,1.58E+12,Fwd
1494,5,51,1.58E+12,No
1495,4,70,1.58E+12,Fwd
1496,5,48,1.58E+12,No
1497,4,84,1.58E+12,Fwd
1498,5,50,1.58E+12,No
1499,4,91,1.58E+12,Fwd
1500,5,50,1.58E+12,No
1501,4,88,1.58E+12,Fwd
1502,5,37,1.58E+12,No
1503,4,87,1.58E+12,Fwd
1504,5,43,1.58E+12,No
1505,4,83,1.58E+12,Fwd
1506,5,40,1.58E+12,No
1507,4,80,1.58E+12,Fwd
1508,5,37,1.58E+12,No
1509,4,75,1.58E+12,Fwd
1510,5,51,1.58E+12,No
1511,4,74,1.58E+12,Fwd
1512,5,54,1.58E+12,No
1513,4,75,1.58E+12,Fwd
1514,5,53,1.58E+12,No
1515,4,81,1.58E+12,Fwd
1516,5,50,1.58E+12,No
1517,4,84,1.58E+12,Fwd
1518,5,50,1.58E+12,No
1519,4,96,1.58E+12,Fwd
1520,5,29,1.58E+12,No
1521,4,97,1.58E+12,Fwd
1522,5,30,1.58E+12,No
1523,4,91,1.58E+12,Fwd
1524,5,37,1.58E+12,No
1525,4,96,1.58E+12,Fwd
1526,5,29,1.58E+12,No
1527,4,80,1.58E+12,Fwd
1528,5,44,1.58E+12,No
1529,4,67,1.58E+12,Fwd
1530,5,57,1.58E+12,No
1531,22,35,1.58E+12,No
1532,4,60,1.58E+12,Fwd
1533,5,50,1.58E+12,No
1534,4,51,1.58E+12,No
1535,5,63,1.58E+12,Left
1536,4,53,1.58E+12,No
1537,5,66,1.58E+12,Left
1538,4,53,1.58E+12,No
1539,5,64,1.58E+12,Left
1540,4,57,1.58E+12,No
1541,5,70,1.58E+12,Left
1542,4,66,1.58E+12,Fwd
1543,5,69,1.58E+12,Left
1544,4,77,1.58E+12,Fwd
1545,5,66,1.58E+12,Left
1546,4,75,1.58E+12,Fwd
1547,5,64,1.58E+12,Left
1548,22,40,1.58E+12,No
1549,4,63,1.58E+12,Fwd
1550,5,61,1.58E+12,Left
1551,4,50,1.58E+12,No
1552,5,60,1.58E+12,Left
1553,4,50,1.58E+12,No
1554,5,51,1.58E+12,No
1555,4,60,1.58E+12,Fwd
1556,5,43,1.58E+12,No
1557,4,67,1.58E+12,Fwd
1558,5,56,1.58E+12,No
1559,4,74,1.58E+12,Fwd
1560,5,48,1.58E+12,No
1561,4,66,1.58E+12,Fwd
1562,5,63,1.58E+12,Left
1563,4,74,1.58E+12,Fwd
1564,5,64,1.58E+12,Left
1565,4,80,1.58E+12,Fwd
1566,5,56,1.58E+12,No
1567,22,36,1.58E+12,No
1568,4,70,1.58E+12,Fwd
1569,5,66,1.58E+12,Left
1570,4,70,1.58E+12,Fwd
1571,5,48,1.58E+12,No
1572,22,47,1.58E+12,No
1573,4,51,1.58E+12,No
1574,5,40,1.58E+12,No
1575,4,35,1.58E+12,No
1576,5,24,1.58E+12,No
1577,4,30,1.58E+12,No
1578,5,34,1.58E+12,No
1579,4,29,1.58E+12,No
1580,5,44,1.58E+12,No
1581,4,38,1.58E+12,No
1582,5,50,1.58E+12,No
1583,22,38,1.58E+12,No
1584,4,47,1.58E+12,No
1585,5,56,1.58E+12,No
1586,22,90,1.58E+12,Stop
1587,22,42,1.58E+12,No
1588,4,47,1.58E+12,No
1589,5,56,1.58E+12,No
1590,4,47,1.58E+12,No
1591,5,56,1.58E+12,No
1592,4,51,1.58E+12,No
1593,5,53,1.58E+12,No
1594,4,48,1.58E+12,No
1595,5,38,1.58E+12,No
1596,4,48,1.58E+12,No
1597,5,43,1.58E+12,No
1598,4,54,1.58E+12,No
1599,5,51,1.58E+12,No
1600,4,61,1.58E+12,Fwd
1601,5,43,1.58E+12,No
1602,4,63,1.58E+12,Fwd
1603,5,60,1.58E+12,Left
1604,4,54,1.58E+12,No
1605,5,53,1.58E+12,No
1606,4,60,1.58E+12,Fwd
1607,5,54,1.58E+12,No
1608,4,54,1.58E+12,No
1609,5,56,1.58E+12,No
1610,4,60,1.58E+12,Fwd
1611,5,53,1.58E+12,No
1612,4,70,1.58E+12,Fwd
1613,5,53,1.58E+12,No
1614,4,70,1.58E+12,Fwd
1615,5,51,1.58E+12,No
1616,4,80,1.58E+12,Fwd
1617,5,47,1.58E+12,No
1618,4,91,1.58E+12,Fwd
1619,5,43,1.58E+12,No
1620,4,80,1.58E+12,Fwd
1621,5,54,1.58E+12,No
1622,22,36,1.58E+12,No
1623,4,70,1.58E+12,Fwd
1624,5,47,1.58E+12,No
1625,4,64,1.58E+12,Fwd
1626,5,53,1.58E+12,No
1627,4,53,1.58E+12,No
1628,5,50,1.58E+12,No
1629,4,66,1.58E+12,Fwd
1630,5,38,1.58E+12,No
1631,4,67,1.58E+12,Fwd
1632,5,40,1.58E+12,No
1633,4,57,1.58E+12,No
1634,5,44,1.58E+12,No
1635,4,54,1.58E+12,No
1636,5,48,1.58E+12,No
1637,4,44,1.58E+12,No
1638,5,48,1.58E+12,No
1639,4,35,1.58E+12,No
1640,5,38,1.58E+12,No
1641,4,43,1.58E+12,No
1642,5,40,1.58E+12,No
1643,4,41,1.58E+12,No
1644,5,41,1.58E+12,No
1645,22,42,1.58E+12,No
1646,22,76,1.58E+12,Stop
1647,4,37,1.58E+12,No
1648,5,37,1.58E+12,No
1649,4,41,1.58E+12,No
1650,5,43,1.58E+12,No
1651,4,60,1.58E+12,Fwd
1652,5,29,1.58E+12,No
1653,4,60,1.58E+12,Fwd
1654,5,21,1.58E+12,No
1655,4,70,1.58E+12,Fwd
1656,5,26,1.58E+12,No
1657,22,34,1.58E+12,No
1658,4,75,1.58E+12,Fwd
1659,5,23,1.58E+12,No
1660,4,60,1.58E+12,Fwd
1661,5,21,1.58E+12,No
1662,4,53,1.58E+12,No
1663,5,24,1.58E+12,No
1664,4,53,1.58E+12,No
1665,5,17,1.58E+12,No
1666,4,61,1.58E+12,Fwd
1667,5,37,1.58E+12,No
1668,22,45,1.58E+12,No
1669,4,60,1.58E+12,Fwd
1670,5,37,1.58E+12,No
1671,4,75,1.58E+12,Fwd
1672,5,40,1.58E+12,No
1673,4,74,1.58E+12,Fwd
1674,5,41,1.58E+12,No
1675,4,74,1.58E+12,Fwd
1676,5,37,1.58E+12,No
1677,4,69,1.58E+12,Fwd
1678,5,43,1.58E+12,No
1679,4,69,1.58E+12,Fwd
1680,5,38,1.58E+12,No
1681,4,69,1.58E+12,Fwd
1682,5,56,1.58E+12,No
1683,4,53,1.58E+12,No
1684,5,57,1.58E+12,No
1685,4,67,1.58E+12,Fwd
1686,5,63,1.58E+12,Left
1687,4,67,1.58E+12,Fwd
1688,5,74,1.58E+12,Left
1689,4,70,1.58E+12,Fwd
1690,5,61,1.58E+12,Left
1691,4,83,1.58E+12,Fwd
1692,5,61,1.58E+12,Left
1693,4,63,1.58E+12,Fwd
1694,5,50,1.58E+12,No
1695,22,43,1.58E+12,No
1696,22,38,1.58E+12,No
1697,22,45,1.58E+12,No
1698,22,39,1.58E+12,No
1699,4,43,1.58E+12,No
1700,5,50,1.58E+12,No
1701,4,41,1.58E+12,No
1702,5,53,1.58E+12,No
1703,4,44,1.58E+12,No
1704,5,48,1.58E+12,No
1705,4,57,1.58E+12,No
1706,5,64,1.58E+12,Left
1707,4,69,1.58E+12,Fwd
1708,5,60,1.58E+12,Left
1709,4,69,1.58E+12,Fwd
1710,5,56,1.58E+12,No
1711,4,69,1.58E+12,Fwd
1712,5,54,1.58E+12,No
1713,4,64,1.58E+12,Fwd
1714,5,47,1.58E+12,No
1715,4,70,1.58E+12,Fwd
1716,5,44,1.58E+12,No
1717,4,70,1.58E+12,Fwd
1718,5,40,1.58E+12,No
